"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08"
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-03-21",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-03-22",,,"0.15",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-03-23",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-03-24",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-03-25",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-03-26",,,"0.46",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-03-27",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-03-28",,,"0.46",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-03-29",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-03-30",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-03-31",,,"0.31",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-01",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-02",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-03",,,"0.45",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-04",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-05",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-06",,,"4.11",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-07",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-08",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-09",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-10",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-11",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-12",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-13",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-14",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-15",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-16",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-17",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-18",,,"0.05",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-19",,,"0.07",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-20",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-21",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-22",,,"0.02",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-23",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-24",,,"1.07",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-25",,,"0.05",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-26",,,"0.01",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-27",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-28",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-29",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-04-30",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-01",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-02",,,"0.10",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-03",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-04",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-05",,,"1.11",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-06",,,"0.05",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-07",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-08",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-09",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-10",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-11",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-12",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-13",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-14",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-15",,,"0.12",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-16",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-17",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-18",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-19",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-20",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-21",,,"1.15",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-22",,,"0.35",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-23",,,"1.10",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-24",,,"0.43",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-25",,,"0.04",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-26",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-27",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-29",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-30",,,"0.99",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-05-31",,,"0.92",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-01",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-02",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-03",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-04",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-05",,,"1.56",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-06",,,"0.13",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-07",,,"0.16",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-08",,,"0.46",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-09",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-10",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-11",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-12",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-13",,,"0.13",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-14",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-15",,,"0.06",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-16",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-17",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-18",,,"0.05",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-19",,,"0.07",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-20",,,"0.04",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-21",,,"1.00",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-22",,,"0.12",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-23",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-24",,,"0.55",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-25",,,"0.21",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-26",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-27",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-28",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-29",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-06-30",,,"0.92",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-01",,,"0.31",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-02",,,"0.06",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-03",,,"0.17",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-04",,,"0.04",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-05",,,"0.86",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-06",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-07",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-08",,,"0.16",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-09",,,"0.06",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-10",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-11",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-12",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-13",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-14",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-15",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-16",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-17",,,"1.32",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-18",,,"1.25",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-19",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-20",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-21",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-22",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-23",,,"0.03",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-24",,,"0.42",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-25",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-26",,,"0.35",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-27",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-28",,,"0.43",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-29",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-30",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-07-31",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-01",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-02",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-03",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-04",,,"0.28",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-05",,,"0.03",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-06",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-07",,,"0.73",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-08",,,"0.63",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-09",,,"0.79",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-10",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-11",,,"0.21",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-12",,,"0.16",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-13",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-14",,,"0.06",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-15",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-16",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-17",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-18",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-19",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-20",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-21",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-22",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-23",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-24",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-25",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-26",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-27",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-28",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-29",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-30",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-08-31",,,"0.02",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-01",,,"0.13",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-02",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-03",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-04",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-05",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-06",,,"0.23",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-07",,,"0.04",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-08",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-09",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-10",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-11",,,"0.41",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-12",,,"3.19",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-13",,,"0.15",,,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-14",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-15",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-16",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-17",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-18",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-19",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-20",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-21",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-22",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-23",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-24",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-25",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-26",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-27",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-28",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-29",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-09-30",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GAFT0037","ATLANTA 3.2 S, GA US","2017-10-01",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-01",,,"0.35",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-02",,,"0.62",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-03",,,"1.86",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-04",,,"0.00",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-05",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-06",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-07",,,"0.60","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-08",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-09",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-10",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-11",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-12",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-13",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-14",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-15",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-16",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-17",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-18",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-19",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-20",,,"0.40",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-21",,,"0.01",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-22",,,"2.49",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-23",,,"0.51",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-24",,,"0.00",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-25",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-26",,,"0.07",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-27",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-28",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-29",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-30",,,"0.00",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-01-31",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-02-01",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-02-02",,,"0.00","0.0",,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-02-03",,,"0.06",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-02-04",,,"0.00",,,,,,,,,,,,,,,,,
"US1GADK0009","NORTH DECATUR 2.6 N, GA US","2017-02-05",,,"0.07",,,,,,,,,,,,,,,,,
